36, 21, 28, 16, 11, 26, 8, 6, 27, 30, 24, 13, 69, 62, 83, 59, 39, 58, 71, 52, 42, 45, 63, 65, 75, 38, 92, 88, 93, 87
13, 21, 28, 16, 11, 26, 8, 6, 27, 30, 24, 36, 69, 62, 83, 59, 39, 58, 71, 52, 42, 45, 63, 65, 75, 38, 92, 88, 93, 87
6, 21, 28, 16, 11, 26, 8, 13, 27, 30, 24, 36, 69, 62, 83, 59, 39, 58, 71, 52, 42, 45, 63, 65, 75, 38, 92, 88, 93, 87
6, 8, 28, 16, 11, 26, 21, 13, 27, 30, 24, 36, 69, 62, 83, 59, 39, 58, 71, 52, 42, 45, 63, 65, 75, 38, 92, 88, 93, 87
6, 8, 11, 16, 28, 26, 21, 13, 27, 30, 24, 36, 69, 62, 83, 59, 39, 58, 71, 52, 42, 45, 63, 65, 75, 38, 92, 88, 93, 87
6, 8, 11, 13, 28, 26, 21, 16, 27, 30, 24, 36, 69, 62, 83, 59, 39, 58, 71, 52, 42, 45, 63, 65, 75, 38, 92, 88, 93, 87
6, 8, 11, 13, 24, 26, 21, 16, 27, 30, 28, 36, 69, 62, 83, 59, 39, 58, 71, 52, 42, 45, 63, 65, 75, 38, 92, 88, 93, 87
6, 8, 11, 13, 16, 26, 21, 24, 27, 30, 28, 36, 69, 62, 83, 59, 39, 58, 71, 52, 42, 45, 63, 65, 75, 38, 92, 88, 93, 87
6, 8, 11, 13, 16, 21, 26, 24, 27, 30, 28, 36, 69, 62, 83, 59, 39, 58, 71, 52, 42, 45, 63, 65, 75, 38, 92, 88, 93, 87
6, 8, 11, 13, 16, 21, 24, 26, 27, 30, 28, 36, 69, 62, 83, 59, 39, 58, 71, 52, 42, 45, 63, 65, 75, 38, 92, 88, 93, 87
6, 8, 11, 13, 16, 21, 24, 26, 27, 28, 30, 36, 69, 62, 83, 59, 39, 58, 71, 52, 42, 45, 63, 65, 75, 38, 92, 88, 93, 87
6, 8, 11, 13, 16, 21, 24, 26, 27, 28, 30, 36, 38, 62, 83, 59, 39, 58, 71, 52, 42, 45, 63, 65, 75, 69, 92, 88, 93, 87
6, 8, 11, 13, 16, 21, 24, 26, 27, 28, 30, 36, 38, 62, 65, 59, 39, 58, 71, 52, 42, 45, 63, 83, 75, 69, 92, 88, 93, 87
6, 8, 11, 13, 16, 21, 24, 26, 27, 28, 30, 36, 38, 62, 65, 59, 39, 58, 63, 52, 42, 45, 71, 83, 75, 69, 92, 88, 93, 87
6, 8, 11, 13, 16, 21, 24, 26, 27, 28, 30, 36, 38, 45, 65, 59, 39, 58, 63, 52, 42, 62, 71, 83, 75, 69, 92, 88, 93, 87
6, 8, 11, 13, 16, 21, 24, 26, 27, 28, 30, 36, 38, 45, 42, 59, 39, 58, 63, 52, 65, 62, 71, 83, 75, 69, 92, 88, 93, 87
6, 8, 11, 13, 16, 21, 24, 26, 27, 28, 30, 36, 38, 45, 42, 59, 39, 58, 52, 63, 65, 62, 71, 83, 75, 69, 92, 88, 93, 87
6, 8, 11, 13, 16, 21, 24, 26, 27, 28, 30, 36, 38, 39, 42, 59, 45, 58, 52, 63, 65, 62, 71, 83, 75, 69, 92, 88, 93, 87
6, 8, 11, 13, 16, 21, 24, 26, 27, 28, 30, 36, 38, 39, 42, 52, 45, 58, 59, 63, 65, 62, 71, 83, 75, 69, 92, 88, 93, 87
6, 8, 11, 13, 16, 21, 24, 26, 27, 28, 30, 36, 38, 39, 42, 45, 52, 58, 59, 63, 65, 62, 71, 83, 75, 69, 92, 88, 93, 87
6, 8, 11, 13, 16, 21, 24, 26, 27, 28, 30, 36, 38, 39, 42, 45, 52, 58, 59, 62, 65, 63, 71, 83, 75, 69, 92, 88, 93, 87
6, 8, 11, 13, 16, 21, 24, 26, 27, 28, 30, 36, 38, 39, 42, 45, 52, 58, 59, 62, 63, 65, 71, 83, 75, 69, 92, 88, 93, 87
6, 8, 11, 13, 16, 21, 24, 26, 27, 28, 30, 36, 38, 39, 42, 45, 52, 58, 59, 62, 63, 65, 69, 83, 75, 71, 92, 88, 93, 87
6, 8, 11, 13, 16, 21, 24, 26, 27, 28, 30, 36, 38, 39, 42, 45, 52, 58, 59, 62, 63, 65, 69, 71, 75, 83, 92, 88, 93, 87
6, 8, 11, 13, 16, 21, 24, 26, 27, 28, 30, 36, 38, 39, 42, 45, 52, 58, 59, 62, 63, 65, 69, 71, 75, 83, 87, 88, 93, 92
6, 8, 11, 13, 16, 21, 24, 26, 27, 28, 30, 36, 38, 39, 42, 45, 52, 58, 59, 62, 63, 65, 69, 71, 75, 83, 87, 88, 92, 93

6, 8, 11, 13, 16, 21, 24, 26, 27, 28, 30, 36, 38, 39, 42, 45, 52, 58, 59, 62, 63, 65, 69, 71, 75, 83, 87, 88, 92, 93
